id,group,make_decision,market,score,date
41722,0,1,Los Angeles,0.25,3/29/21
41723,0,1,Los Angeles,0.95,3/9/21
41724,0,1,Los Angeles,0.05,3/29/21
41725,0,1,San Francisco,0.35,3/20/21
41726,0,1,Los Angeles,0.25,3/9/21
41727,0,1,Los Angeles,0.9,3/27/21
41728,1,1,Los Angeles,0.65,3/21/21
41729,1,1,Los Angeles,0.5,3/13/21
41730,1,1,Los Angeles,0.95,3/6/21
41731,0,0,San Francisco,0.9,3/14/21
41732,0,1,Los Angeles,0.95,3/20/21
41733,0,1,Los Angeles,0.05,3/10/21
41734,0,0,San Francisco,0.6,3/9/21
41735,1,0,Los Angeles,0.55,3/7/21
41736,0,1,Los Angeles,0.7,3/16/21
41737,0,1,Los Angeles,0.7,3/5/21
41738,1,0,San Francisco,0.65,3/12/21
41739,0,0,Sacramento,0.95,3/17/21
41740,1,1,Los Angeles,0.6,3/7/21
41741,0,1,Los Angeles,0.7,3/13/21
41742,1,1,Los Angeles,0.45,3/21/21
41743,1,1,Los Angeles,0.8,3/23/21
41744,0,0,San Francisco,0.8,3/24/21
41745,1,0,San Francisco,0.4,3/23/21
41746,1,0,Sacramento,0.05,3/14/21
41747,1,1,Los Angeles,0.85,3/4/21
41748,0,1,Los Angeles,0.8,3/5/21
41749,0,0,San Francisco,0.3,3/7/21
41750,1,1,Los Angeles,0.7,3/30/21
41751,1,1,Los Angeles,0.3,3/26/21
41752,0,1,Los Angeles,0.95,3/24/21
41753,0,1,Los Angeles,0.8,3/13/21
41754,1,1,Los Angeles,0.6,3/23/21
41755,1,0,Sacramento,0.9,3/7/21
41756,0,0,San Francisco,0.95,3/27/21
41757,0,1,Los Angeles,0.7,3/4/21
41758,1,1,San Francisco,0.65,3/9/21
41759,1,1,Los Angeles,0.8,3/3/21
41760,1,1,San Francisco,0.2,3/4/21
41761,1,0,Sacramento,0.75,3/3/21
41762,1,0,Los Angeles,0.3,3/26/21
41763,0,0,Sacramento,0.95,3/23/21
41764,1,0,Los Angeles,0.85,3/3/21
41765,1,0,San Francisco,0.95,3/21/21
41766,1,1,San Francisco,0.55,3/20/21
41767,1,0,Los Angeles,0.85,3/9/21
41768,0,0,San Francisco,0.7,3/21/21
41769,0,1,Los Angeles,0.4,3/28/21
41770,0,1,Los Angeles,0.8,3/17/21
41771,0,0,San Francisco,0.35,3/9/21
41772,1,1,San Francisco,0.35,3/15/21
41773,0,1,Los Angeles,0.15,3/22/21
41774,1,1,Los Angeles,0.65,3/26/21
41775,1,1,Los Angeles,0.4,3/3/21
41776,0,0,San Francisco,0.75,3/3/21
41777,1,0,San Francisco,0.85,3/1/21
41778,0,1,Los Angeles,0.95,3/4/21
41779,1,0,San Francisco,0.4,3/16/21
41780,0,0,San Francisco,0.85,3/2/21
41781,0,0,Los Angeles,0.1,3/6/21
41782,0,1,Los Angeles,0.55,3/30/21
41783,1,1,Los Angeles,0.95,3/15/21
41784,1,1,Los Angeles,0.95,3/1/21
41785,0,0,Los Angeles,0.25,3/29/21
41786,0,1,San Francisco,0.95,3/20/21
41787,0,1,Los Angeles,0.55,3/15/21
41788,1,1,Los Angeles,0.75,3/17/21
41789,1,1,San Francisco,0.25,3/1/21
41790,0,1,Los Angeles,0.75,3/21/21
41791,1,1,Los Angeles,0.05,3/26/21
41792,0,0,San Francisco,0.6,3/15/21
41793,0,0,San Francisco,0.35,3/4/21
41794,0,1,Los Angeles,0.5,3/29/21
41795,1,1,Sacramento,0.05,3/28/21
41796,0,1,Los Angeles,0.4,3/6/21
41797,1,0,Sacramento,0.4,3/10/21
41798,1,1,Los Angeles,0.45,3/15/21
41799,1,1,Los Angeles,0.55,3/13/21
41800,0,1,Los Angeles,0.3,3/10/21
41801,1,1,Los Angeles,0.4,3/27/21
41802,0,1,Los Angeles,0.8,3/10/21
41803,0,1,San Francisco,0.45,3/19/21
41804,1,0,Los Angeles,0.65,3/7/21
41805,0,1,Los Angeles,0.9,3/13/21
41806,0,1,Los Angeles,0.95,3/18/21
41807,1,1,San Francisco,0.4,3/26/21
41808,0,1,Los Angeles,0.95,3/8/21
41809,1,0,Los Angeles,0.7,3/6/21
41810,1,1,San Francisco,0.65,3/15/21
41811,0,1,Los Angeles,0.95,3/18/21
41812,1,1,Los Angeles,0.9,3/1/21
41813,1,0,San Francisco,0.45,3/6/21
41814,1,1,Los Angeles,0.8,3/20/21
41815,1,1,Los Angeles,0.5,3/18/21
41816,0,1,San Francisco,0.9,3/27/21
41817,0,1,Sacramento,0.85,3/19/21
41818,0,1,Los Angeles,0.8,3/19/21
41819,0,1,San Francisco,0.4,3/1/21
41820,0,1,Los Angeles,0.9,3/24/21
41821,1,0,San Francisco,0.15,3/4/21
41822,1,1,Los Angeles,0.4,3/26/21
41823,0,1,Los Angeles,0.8,3/28/21
41824,1,0,Sacramento,0.7,3/30/21
41825,1,1,Los Angeles,0.7,3/16/21
41826,0,0,Los Angeles,0.85,3/4/21
41827,0,1,San Francisco,0.5,3/19/21
41828,0,0,San Francisco,0.2,3/22/21
41829,0,1,Los Angeles,0.6,3/10/21
41830,1,1,Sacramento,0.85,3/29/21
41831,1,1,San Francisco,0.8,3/29/21
41832,1,0,Los Angeles,0.85,3/21/21
41833,0,1,San Francisco,0.7,3/21/21
41834,1,1,San Francisco,0.95,3/6/21
41835,0,0,Los Angeles,0.7,3/13/21
41836,0,1,Los Angeles,0.95,3/5/21
41837,1,1,San Francisco,0.5,3/13/21
41838,0,1,San Francisco,0.4,3/17/21
41839,1,0,Los Angeles,0.75,3/6/21
41840,1,0,San Francisco,0.2,3/25/21
41841,1,1,Los Angeles,0.45,3/26/21
41842,0,1,Los Angeles,0.45,3/24/21
41843,1,0,Sacramento,0.6,3/15/21
41844,1,1,Los Angeles,0.55,3/15/21
41845,0,1,Los Angeles,0.7,3/3/21
41846,0,1,Los Angeles,0.1,3/3/21
41847,1,0,San Francisco,0.3,3/13/21
41848,1,0,Los Angeles,0.95,3/13/21
41849,0,1,Los Angeles,0.1,3/6/21
41850,0,0,Los Angeles,0.1,3/7/21
41851,0,1,San Francisco,0.3,3/12/21
41852,0,0,Los Angeles,0.85,3/1/21
41853,0,0,Los Angeles,0.7,3/8/21
41854,1,1,Los Angeles,0.9,3/1/21
41855,1,0,San Francisco,0.95,3/25/21
41856,0,0,Los Angeles,0.9,3/24/21
41857,0,1,Los Angeles,0.9,3/29/21
41858,0,1,Los Angeles,0.2,3/24/21
41859,0,0,Sacramento,0.5,3/2/21
41860,1,1,San Francisco,0.8,3/24/21
41861,0,0,Los Angeles,0.95,3/7/21
41862,1,0,Los Angeles,0.65,3/3/21
41863,1,1,Los Angeles,0.8,3/16/21
41864,1,1,Los Angeles,0.55,3/22/21
41865,1,1,San Francisco,0.75,3/25/21
41866,0,0,Sacramento,0.9,3/14/21
41867,1,0,Sacramento,0.6,3/28/21
41868,0,0,Los Angeles,0.65,3/29/21
41869,1,1,Los Angeles,0.4,3/27/21
41870,1,1,Los Angeles,0.55,3/15/21
41871,0,0,San Francisco,0.8,3/30/21
41872,1,1,Los Angeles,0.05,3/17/21
41873,0,0,San Francisco,0.45,3/9/21
41874,0,0,San Francisco,0.8,3/7/21
41875,0,0,Los Angeles,0.75,3/28/21
41876,1,1,Los Angeles,0.85,3/23/21
41877,1,0,Sacramento,0.3,3/23/21
41878,1,1,San Francisco,0.95,3/22/21
41879,1,0,Sacramento,0.85,3/10/21
41880,1,0,Sacramento,0.05,3/24/21
41881,1,0,San Francisco,0.3,3/6/21
41882,0,1,San Francisco,0.8,3/5/21
41883,1,0,San Francisco,0.7,3/23/21
41884,0,0,San Francisco,0.1,3/6/21
41885,1,0,Los Angeles,0.75,3/30/21
41886,1,1,Los Angeles,0.95,3/27/21
41887,0,1,Sacramento,0.4,3/29/21
41888,0,0,San Francisco,0.1,3/12/21
41889,1,1,Los Angeles,0.65,3/13/21
41890,1,1,Sacramento,0.7,3/2/21
41891,1,0,Sacramento,0.4,3/14/21
41892,0,1,Los Angeles,0.35,3/26/21
41893,0,1,Los Angeles,0.95,3/17/21
41894,1,1,Los Angeles,0.65,3/19/21
41895,1,1,San Francisco,0.15,3/29/21
41896,0,0,Los Angeles,0.7,3/2/21
41897,0,1,Los Angeles,0.25,3/4/21
41898,1,1,San Francisco,0.65,3/30/21
41899,1,1,Los Angeles,0.15,3/29/21
41900,0,1,Los Angeles,0.2,3/28/21
41901,0,1,Los Angeles,0.35,3/28/21
41902,1,1,Los Angeles,0.9,3/27/21
41903,0,1,Los Angeles,0.2,3/27/21
41904,1,1,Los Angeles,0.25,3/24/21
41905,0,0,Sacramento,0.55,3/13/21
41906,0,1,Los Angeles,0.75,3/15/21
41907,1,1,San Francisco,0.8,3/15/21
41908,1,0,San Francisco,0.85,3/18/21
41909,0,0,Los Angeles,0.2,3/12/21
41910,0,1,Sacramento,0.9,3/7/21
41911,0,1,San Francisco,0.75,3/17/21
41912,1,1,Sacramento,0.6,3/26/21
41913,0,0,Los Angeles,0.25,3/8/21
41914,0,1,Los Angeles,0.85,3/24/21
41915,1,1,San Francisco,0.45,3/18/21
41916,1,1,Sacramento,0.65,3/24/21
41917,0,0,Los Angeles,0.35,3/14/21
41918,0,1,Los Angeles,0.2,3/14/21
41919,0,1,Los Angeles,0.1,3/25/21
41920,0,0,Los Angeles,0.15,3/18/21
41921,1,1,Los Angeles,0.75,3/30/21
41922,0,1,Los Angeles,0.55,3/5/21
41923,1,1,Los Angeles,0.1,3/24/21
41924,1,1,San Francisco,0.35,3/8/21
41925,1,1,Los Angeles,0.45,3/20/21
41926,1,0,Los Angeles,0.15,3/12/21
41927,0,1,Sacramento,0.6,3/7/21
41928,0,1,San Francisco,0.75,3/18/21
41929,0,0,Sacramento,0.7,3/1/21
41930,0,0,Los Angeles,0.05,3/4/21
41931,1,0,Sacramento,0.7,3/4/21
41932,1,1,Los Angeles,0.75,3/21/21
41933,1,1,Los Angeles,0.75,3/4/21
41934,0,0,San Francisco,0.95,3/18/21
41935,1,1,Los Angeles,0.95,3/22/21
41936,1,1,Sacramento,0.45,3/25/21
41937,0,1,Los Angeles,0.85,3/6/21
41938,0,1,Los Angeles,0.55,3/13/21
41939,0,1,Los Angeles,0.7,3/2/21
41940,1,0,Los Angeles,0.1,3/19/21
41941,0,1,San Francisco,0.7,3/27/21
41942,0,0,San Francisco,0.65,3/27/21
41943,1,1,Los Angeles,0.85,3/17/21
41944,1,1,Los Angeles,0.55,3/22/21
41945,0,1,Los Angeles,0.8,3/27/21
41946,1,1,Los Angeles,0.55,3/20/21
41947,1,1,Los Angeles,0.15,3/25/21
41948,1,1,Los Angeles,0.95,3/17/21
41949,0,1,Los Angeles,0.3,3/3/21
41950,0,1,Los Angeles,0.9,3/16/21
41951,0,1,San Francisco,0.75,3/22/21
41952,0,1,Los Angeles,0.35,3/15/21
41953,0,1,San Francisco,0.7,3/14/21
41954,1,0,San Francisco,0.7,3/25/21
41955,0,0,Sacramento,0.85,3/19/21
41956,0,1,Los Angeles,0.8,3/2/21
41957,1,1,Los Angeles,0.95,3/19/21
41958,1,0,Los Angeles,0.3,3/6/21
41959,0,1,Los Angeles,0.6,3/21/21
41960,0,1,Sacramento,0.9,3/28/21
41961,1,0,San Francisco,0.9,3/19/21
41962,0,1,Sacramento,0.1,3/18/21
41963,0,0,Sacramento,0.35,3/15/21
41964,0,1,San Francisco,0.35,3/19/21
41965,0,0,Los Angeles,0.5,3/4/21
41966,0,1,San Francisco,0.7,3/5/21
41967,0,1,San Francisco,0.55,3/14/21
41968,0,1,San Francisco,0.95,3/28/21
41969,0,1,Los Angeles,0.45,3/13/21
41970,0,0,Los Angeles,0.85,3/25/21
41971,1,1,Los Angeles,0.05,3/29/21
41972,0,1,Los Angeles,0.85,3/4/21
41973,0,1,Los Angeles,0.65,3/13/21
41974,0,0,Los Angeles,0.3,3/12/21
41975,1,1,Los Angeles,0.55,3/22/21
41976,0,1,Los Angeles,0.25,3/15/21
41977,1,0,Sacramento,0.05,3/10/21
41978,1,1,Los Angeles,0.85,3/10/21
41979,1,1,San Francisco,0.85,3/26/21
41980,0,1,Los Angeles,0.2,3/3/21
41981,0,0,San Francisco,0.45,3/16/21
41982,1,1,San Francisco,0.75,3/9/21
41983,0,1,Sacramento,0.65,3/18/21
41984,0,1,Los Angeles,0.65,3/17/21
41985,1,1,Los Angeles,0.55,3/2/21
41986,1,1,Los Angeles,0.5,3/9/21
41987,0,0,Sacramento,0.75,3/28/21
41988,1,1,Sacramento,0.9,3/3/21
41989,0,1,Los Angeles,0.85,3/12/21
41990,1,1,San Francisco,0.25,3/29/21
41991,1,1,Los Angeles,0.65,3/21/21
41992,0,0,Los Angeles,0.85,3/25/21
41993,1,1,Los Angeles,0.3,3/8/21
41994,0,1,Los Angeles,0.45,3/18/21
41995,0,1,Los Angeles,0.95,3/23/21
41996,0,0,Los Angeles,0.9,3/6/21
41997,1,1,Sacramento,0.95,3/22/21
41998,1,1,Los Angeles,0.35,3/12/21
41999,0,1,San Francisco,0.55,3/14/21
42000,1,1,Los Angeles,0.75,3/12/21
42001,0,1,Los Angeles,0.75,3/22/21
42002,1,1,Los Angeles,0.55,3/12/21
42003,1,1,Los Angeles,0.75,3/16/21
42004,1,1,San Francisco,0.9,3/25/21
42005,0,0,Los Angeles,0.55,3/13/21
42006,0,1,Los Angeles,0.8,3/10/21
42007,0,0,Los Angeles,0.55,3/13/21
42008,0,1,Los Angeles,0.5,3/5/21
42009,0,1,Los Angeles,0.25,3/7/21
42010,0,0,San Francisco,0.25,3/16/21
42011,0,0,Los Angeles,0.35,3/28/21
42012,0,0,Los Angeles,0.35,3/28/21
42013,0,1,Los Angeles,0.35,3/3/21
42014,1,1,Los Angeles,0.3,3/15/21
42015,0,1,Los Angeles,0.4,3/12/21
42016,0,0,Los Angeles,0.55,3/1/21
42017,1,1,Los Angeles,0.05,3/9/21
42018,0,1,Los Angeles,0.85,3/15/21
42019,0,1,Los Angeles,0.4,3/22/21
42021,1,1,Los Angeles,0.1,3/3/21
42021,0,0,San Francisco,0.85,3/26/21
42022,0,1,Los Angeles,0.15,3/6/21
42023,1,1,Los Angeles,0.9,3/23/21
42024,1,1,Los Angeles,0.55,3/22/21
42025,1,1,San Francisco,0.6,3/27/21
42026,0,1,Los Angeles,0.55,3/8/21
42027,0,0,Los Angeles,0.1,3/18/21
42028,0,0,Sacramento,0.3,3/26/21
42029,1,1,Los Angeles,0.15,3/27/21
42030,1,0,Sacramento,0.8,3/21/21
42031,1,0,Sacramento,0.4,3/5/21
42032,0,1,Sacramento,0.95,3/9/21
42033,1,1,San Francisco,0.95,3/28/21
42034,0,1,San Francisco,0.75,3/6/21
42035,0,0,San Francisco,0.55,3/3/21
42036,1,0,San Francisco,0.7,3/20/21
42037,1,0,Los Angeles,0.8,3/17/21
42038,0,0,San Francisco,0.35,3/1/21
42039,1,1,Los Angeles,0.75,3/9/21
42040,0,0,Los Angeles,0.2,3/20/21
42041,1,0,Los Angeles,0.65,3/17/21
42042,0,0,Los Angeles,0.2,3/20/21
42043,1,0,Los Angeles,0.15,3/9/21
42044,1,0,San Francisco,0.65,3/25/21
42045,1,1,Sacramento,0.7,3/28/21
42046,1,0,Los Angeles,0.5,3/18/21
42047,1,0,Sacramento,0.6,3/28/21
42048,0,0,San Francisco,0.2,3/20/21
42049,0,0,Los Angeles,0.95,3/3/21
42050,1,1,Los Angeles,0.85,3/18/21
42051,1,0,San Francisco,0.9,3/8/21
42052,0,0,Los Angeles,0.95,3/16/21
42053,0,0,San Francisco,0.1,3/3/21
42054,1,1,Sacramento,0.65,3/21/21
42055,1,1,Los Angeles,0.9,3/10/21
42056,1,1,San Francisco,0.85,3/17/21
42057,1,0,Sacramento,0.95,3/3/21
42058,1,1,San Francisco,0.95,3/26/21
42059,0,0,Sacramento,0.95,3/27/21
42060,0,0,San Francisco,0.1,3/22/21
42061,0,1,Los Angeles,0.4,3/16/21
42062,0,1,Los Angeles,0.8,3/20/21
42063,0,0,Los Angeles,0.8,3/15/21
42064,0,1,Los Angeles,0.65,3/13/21
42065,0,0,Los Angeles,0.6,3/29/21
42066,1,1,San Francisco,0.2,3/21/21
42067,1,1,San Francisco,0.85,3/9/21
42068,1,1,Los Angeles,0.7,3/17/21
42069,1,1,Los Angeles,0.85,3/22/21
42070,1,1,San Francisco,0.9,3/3/21
42071,0,1,Los Angeles,0.75,3/13/21
42072,0,0,Los Angeles,0.6,3/9/21
42073,1,0,Los Angeles,0.75,3/7/21
42074,1,1,Los Angeles,0.3,3/5/21
42075,0,1,San Francisco,0.35,3/3/21
42076,1,1,Los Angeles,0.5,3/13/21
42077,1,0,San Francisco,0.65,3/21/21
42078,0,0,Los Angeles,0.4,3/3/21
42079,0,1,Sacramento,0.75,3/9/21
42080,1,0,San Francisco,0.8,3/24/21
42081,0,0,Los Angeles,0.55,3/16/21
42082,0,0,Los Angeles,0.2,3/30/21
42083,0,1,Los Angeles,0.85,3/20/21
42084,0,0,San Francisco,0.65,3/19/21
42085,0,1,San Francisco,0.4,3/26/21
42086,0,0,San Francisco,0.85,3/13/21
42087,1,1,Los Angeles,0.5,3/8/21
42088,1,0,San Francisco,0.5,3/6/21
42089,1,1,Los Angeles,0.45,3/5/21
42090,1,0,Los Angeles,0.75,3/20/21
42091,1,1,San Francisco,0.75,3/26/21
42092,0,1,Los Angeles,0.65,3/26/21
42093,0,1,Sacramento,0.3,3/21/21
42094,1,0,San Francisco,0.65,3/4/21
42095,0,1,Los Angeles,0.9,3/2/21
42096,0,0,Los Angeles,0.9,3/3/21
42097,0,0,Sacramento,0.75,3/10/21
42098,1,1,Los Angeles,0.25,3/27/21
42099,0,1,Los Angeles,0.95,3/6/21
42100,0,1,Los Angeles,0.3,3/13/21
42101,1,1,Los Angeles,0.95,3/19/21
42102,1,1,San Francisco,0.95,3/28/21
42103,1,1,Los Angeles,0.4,3/8/21
42104,0,1,Los Angeles,0.05,3/12/21
42105,0,1,Los Angeles,0.55,3/16/21
42106,1,1,San Francisco,0.8,3/14/21
42107,0,0,Los Angeles,0.45,3/22/21
42108,1,1,Los Angeles,0.7,3/14/21
42109,1,0,San Francisco,0.55,3/29/21
42110,1,1,Los Angeles,0.15,3/21/21
42111,0,1,Sacramento,0.3,3/9/21
42112,0,1,San Francisco,0.8,3/16/21
42113,0,1,Los Angeles,0.4,3/23/21
42114,0,1,Los Angeles,0.75,3/1/21
42115,0,0,Sacramento,0.8,3/3/21
42116,0,1,Los Angeles,0.45,3/7/21
42117,1,1,San Francisco,0.85,3/21/21
42118,0,0,San Francisco,0.8,3/4/21
42119,1,0,San Francisco,0.8,3/10/21
42120,0,0,Los Angeles,0.25,3/24/21
42121,1,1,San Francisco,0.6,3/8/21
42122,1,0,San Francisco,0.2,3/30/21
42123,0,1,San Francisco,0.4,3/4/21
42124,1,0,Los Angeles,0.85,3/18/21
42125,1,1,San Francisco,0.1,3/18/21
42126,0,0,Los Angeles,0.5,3/9/21
42127,0,0,Sacramento,0.9,3/30/21
42128,0,0,San Francisco,0.15,3/14/21
42129,1,1,Los Angeles,0.5,3/15/21
42130,0,1,San Francisco,0.3,3/9/21
42131,1,1,Los Angeles,0.75,3/13/21
42132,0,1,Los Angeles,0.4,3/3/21
42133,0,0,San Francisco,0.55,3/16/21
42134,1,0,Los Angeles,0.5,3/25/21
42135,0,1,Los Angeles,0.6,3/10/21
42136,0,0,Sacramento,0.95,3/23/21
42137,1,0,Sacramento,0.5,3/18/21
42138,0,0,Los Angeles,0.3,3/17/21
42139,0,0,Sacramento,0.25,3/10/21
42140,1,1,San Francisco,0.8,3/15/21
42141,0,1,Sacramento,0.1,3/6/21
42142,1,1,Los Angeles,0.65,3/26/21
42143,0,1,Los Angeles,0.95,3/2/21
42144,0,0,Los Angeles,0.45,3/22/21
42145,1,1,San Francisco,0.95,3/7/21
42146,1,1,San Francisco,0.55,3/21/21
42147,0,0,Sacramento,0.85,3/13/21
42148,1,0,San Francisco,0.25,3/26/21
42149,1,1,Los Angeles,0.15,3/23/21
42150,1,1,Los Angeles,0.75,3/8/21
42151,0,1,Los Angeles,0.2,3/9/21
42152,1,1,Los Angeles,0.45,3/2/21
42153,0,1,San Francisco,0.6,3/1/21
42154,0,0,San Francisco,0.65,3/15/21
42155,0,1,San Francisco,0.05,3/5/21
42156,1,1,San Francisco,0.6,3/21/21
42157,1,0,San Francisco,0.75,3/13/21
42158,1,0,San Francisco,0.75,3/9/21
42159,0,1,Los Angeles,0.15,3/2/21
42160,0,0,Los Angeles,0.5,3/29/21
42161,1,0,San Francisco,0.8,3/19/21
42162,1,1,San Francisco,0.95,3/1/21
42163,0,1,Los Angeles,0.85,3/7/21
42164,0,0,San Francisco,0.8,3/22/21
42165,1,0,Los Angeles,0.15,3/21/21
42166,1,1,San Francisco,0.25,3/2/21
42167,1,1,Los Angeles,0.15,3/12/21
42168,0,1,San Francisco,0.45,3/1/21
42169,1,1,Los Angeles,0.75,3/13/21
42170,1,1,San Francisco,0.55,3/4/21
42171,1,1,San Francisco,0.55,3/3/21
42172,1,0,Los Angeles,0.5,3/9/21
42173,1,1,Los Angeles,0.9,3/9/21
42174,1,1,San Francisco,0.15,3/9/21
42175,1,0,Los Angeles,0.95,3/6/21
42176,1,1,Los Angeles,0.55,3/18/21
42177,0,1,Los Angeles,0.85,3/27/21
42178,1,0,Sacramento,0.7,3/10/21
42179,1,1,San Francisco,0.35,3/4/21
42180,0,1,Los Angeles,0.4,3/24/21
42181,0,1,San Francisco,0.9,3/6/21
42182,1,0,San Francisco,0.05,3/22/21
42183,1,1,Los Angeles,0.85,3/12/21
42184,0,0,Los Angeles,0.9,3/12/21
42185,0,1,Los Angeles,0.2,3/21/21
42186,0,0,Los Angeles,0.85,3/14/21
42187,1,0,San Francisco,0.15,3/28/21
42188,1,1,Los Angeles,0.85,3/24/21
42189,1,1,Los Angeles,0.6,3/29/21
42190,1,1,Los Angeles,0.55,3/13/21
42191,0,1,San Francisco,0.8,3/4/21
42192,1,0,Los Angeles,0.85,3/12/21
42193,1,1,San Francisco,0.85,3/8/21
42194,0,0,Los Angeles,0.8,3/23/21
42195,1,1,San Francisco,0.2,3/17/21
42196,0,0,San Francisco,0.45,3/2/21
42197,0,1,San Francisco,0.9,3/5/21
42198,0,1,Los Angeles,0.35,3/13/21
42199,0,0,San Francisco,0.8,3/13/21
42200,0,1,Los Angeles,0.85,3/21/21
42201,0,1,Los Angeles,0.95,3/2/21
42202,1,1,San Francisco,0.45,3/17/21
42203,1,0,Sacramento,0.35,3/3/21
42204,0,1,Los Angeles,0.75,3/24/21
42205,1,0,Los Angeles,0.85,3/29/21
42206,0,0,Los Angeles,0.75,3/4/21
42207,1,0,San Francisco,0.6,3/19/21
42208,1,0,San Francisco,0.8,3/21/21
42209,0,1,Los Angeles,0.6,3/29/21
42210,0,1,San Francisco,0.35,3/9/21
42211,0,1,Los Angeles,0.6,3/6/21
42212,0,0,Sacramento,0.1,3/3/21
42213,1,0,San Francisco,0.15,3/17/21
42214,0,1,Los Angeles,0.9,3/5/21
42215,0,0,San Francisco,0.95,3/25/21
42216,1,1,San Francisco,0.85,3/23/21
42217,0,1,Los Angeles,0.85,3/29/21
42218,0,0,Los Angeles,0.35,3/1/21
42219,1,1,Los Angeles,0.9,3/13/21
42220,0,1,San Francisco,0.05,3/26/21
42221,1,0,Los Angeles,0.8,3/10/21
42222,0,1,San Francisco,0.65,3/14/21
42223,0,1,Los Angeles,0.65,3/5/21
42224,1,1,Los Angeles,0.05,3/30/21
42225,0,0,Los Angeles,0.8,3/27/21
42226,0,0,Sacramento,0.25,3/30/21
42227,0,1,Los Angeles,0.8,3/21/21
42228,0,0,San Francisco,0.05,3/21/21
42229,0,1,Los Angeles,0.35,3/12/21
42230,1,1,San Francisco,0.95,3/18/21
42231,0,1,San Francisco,0.3,3/3/21
42232,0,0,San Francisco,0.9,3/21/21
42233,0,1,San Francisco,0.15,3/18/21
42234,0,1,Los Angeles,0.05,3/27/21
42235,1,1,Los Angeles,0.8,3/25/21
42236,0,1,Los Angeles,0.75,3/20/21
42237,1,1,San Francisco,0.6,3/4/21
42238,1,1,Los Angeles,0.75,3/26/21
42239,1,0,Los Angeles,0.35,3/10/21
42240,0,1,Los Angeles,0.9,3/17/21
42241,0,1,Los Angeles,0.85,3/12/21
42242,1,1,Los Angeles,0.15,3/1/21
42243,1,1,Sacramento,0.8,3/2/21
42244,0,1,Los Angeles,0.65,3/8/21
42245,1,0,San Francisco,0.7,3/29/21
42246,0,0,San Francisco,0.6,3/23/21
42247,1,1,Los Angeles,0.55,3/1/21
42248,0,0,San Francisco,0.8,3/13/21
42249,0,1,Los Angeles,0.5,3/19/21
42250,0,1,Los Angeles,0.7,3/17/21
42251,0,1,Los Angeles,0.35,3/19/21
42252,0,0,San Francisco,0.65,3/27/21
42253,0,0,Sacramento,0.95,3/5/21
42254,1,1,Los Angeles,0.45,3/24/21
42255,0,1,Sacramento,0.2,3/28/21
42256,0,1,Los Angeles,0.8,3/10/21
42257,0,1,Los Angeles,0.95,3/26/21
42258,1,0,Los Angeles,0.6,3/12/21
42259,1,1,Los Angeles,0.15,3/16/21
42260,1,0,Los Angeles,0.25,3/16/21
42261,0,0,San Francisco,0.25,3/6/21
42262,1,0,San Francisco,0.85,3/23/21
42263,0,1,Los Angeles,0.45,3/23/21
42264,0,0,San Francisco,0.75,3/3/21
42265,1,0,Los Angeles,0.35,3/13/21
42266,1,1,Los Angeles,0.3,3/13/21
42267,1,1,Los Angeles,0.75,3/20/21
42268,1,0,San Francisco,0.35,3/24/21
42269,1,1,San Francisco,0.75,3/17/21
42270,0,1,San Francisco,0.85,3/13/21
42271,1,0,Los Angeles,0.55,3/9/21
42272,1,0,Los Angeles,0.8,3/10/21
42273,1,1,Los Angeles,0.7,3/2/21
42274,0,1,Los Angeles,0.55,3/17/21
42275,1,0,San Francisco,0.75,3/23/21
42276,1,0,Sacramento,0.65,3/17/21
42277,0,0,San Francisco,0.7,3/6/21
42278,0,1,Los Angeles,0.95,3/24/21
42279,0,0,Los Angeles,0.65,3/3/21
42280,1,1,Los Angeles,0.1,3/15/21
42281,1,0,San Francisco,0.9,3/1/21
42282,1,1,San Francisco,0.75,3/5/21
42283,1,1,Los Angeles,0.65,3/19/21
42284,0,0,San Francisco,0.7,3/29/21
42285,0,1,San Francisco,0.75,3/25/21
42286,0,1,Los Angeles,0.55,3/4/21
42287,0,1,Los Angeles,0.45,3/23/21
42288,0,0,San Francisco,0.1,3/16/21
42289,1,1,Los Angeles,0.85,3/26/21
42290,1,1,San Francisco,0.35,3/3/21
42291,1,1,Los Angeles,0.55,3/22/21
42292,0,0,Los Angeles,0.9,3/10/21
42293,1,0,Los Angeles,0.9,3/4/21
42294,0,0,San Francisco,0.55,3/1/21
42295,1,0,Los Angeles,0.55,3/21/21
42296,1,1,Los Angeles,0.7,3/6/21
42297,0,1,Los Angeles,0.1,3/19/21
42298,0,1,Los Angeles,0.3,3/20/21
42299,0,1,Los Angeles,0.45,3/8/21
42300,0,0,Los Angeles,0.7,3/1/21
42301,0,1,Los Angeles,0.55,3/6/21
42302,0,0,Los Angeles,0.95,3/24/21
42303,1,1,Los Angeles,0.7,3/12/21
42304,1,0,Sacramento,0.7,3/29/21
42305,1,1,Los Angeles,0.35,3/14/21
42306,1,1,Los Angeles,0.95,3/9/21
42307,0,1,Los Angeles,0.55,3/4/21
42308,0,1,San Francisco,0.45,3/20/21
42309,0,0,San Francisco,0.6,3/20/21
42310,1,1,Los Angeles,0.65,3/4/21
42311,1,1,Los Angeles,0.95,3/12/21
42312,0,1,Los Angeles,0.75,3/30/21
42313,1,1,San Francisco,0.85,3/13/21
42314,0,1,Los Angeles,0.85,3/17/21
