economy,wbcodev2,Region,Income group,reportyr,WBL INDEX,GOING PLACES,Can a woman apply for a passport in the same way as a man?,Can a woman legally travel outside the country in the same way as a man?,Can a woman legally travel outside her home in the same way as a man?,Can a woman legally choose where to live in the same way as a man?,STARTING A JOB,Can a woman get a job or pursue a trade or profession in the same way as a man?,Does the law mandate nondiscrimination based on gender in employment?,Is there legislation on sexual harassment in employment?,Are there criminal penalties or civil remedies for sexual harassment in employment?,GETTING PAID,Does the law mandate equal remuneration for work of equal value?,Can women work the same night hours as men?,"Can women work in jobs deemed hazardous, arduous or morally inappropriate in the same way as men?",Are women able to work in the same industries as men?,GETTING MARRIED,Is a married woman not legally required to obey her husband?,Can a woman be head of household or head of family in the same way as a man?,Is there domestic violence legislation?,Can a woman obtain a judgment of divorce in the same way as a man?,Do women have the same rights to remarry as men?,HAVING CHILDREN,Is there paid leave of at least 14 weeks available to women?,"Does the government pay 100% of maternity leave benefits, or parental leave benefits (where maternity leave is unavailable)?",Is there paid paternity leave?,Is there paid parental leave?,Is dismissal of pregnant workers prohibited?,RUNNING A BUSINESS,Can a woman legally sign a contract in the same way as a man?,Can a woman legally register a business in the same way as a  man?,Can a  woman legally open a bank account in the same way as a man?,Does the law prohibit discrimination by creditors on the basis of sex or gender?,MANAGING ASSETS,Do men and married women have equal ownership rights to property?,Do sons and daughters have equal rights to inherit assets from their parents?,Do female and male surviving spouses have equal rights to inherit assets?,Does the law grant spouses equal administrative authority over assets during marriage?,Does the law provide for the valuation of nonmonetary contributions?,GETTING A PENSION,Are the ages at which men and women can retire with full pension benefits equal?,Are the ages at which men and women can retire with partial pension benefits equal?,Is the mandatory retirement age for men and women equal?,Does the law establish explicit pension care credits for periods of childcare?
LebaNon,LBN,Middle East & North Africa,Upper middle income,2010,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,40,Yes,Yes,No,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
LebaNon,LBN,Middle East & North Africa,Upper middle income,2011,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,40,Yes,Yes,No,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
LebaNon,LBN,Middle East & North Africa,Upper middle income,2012,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,40,Yes,Yes,No,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
LebaNon,LBN,Middle East & North Africa,Upper middle income,2013,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,40,Yes,Yes,No,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
LebaNon,LBN,Middle East & North Africa,Upper middle income,2014,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,40,Yes,Yes,No,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
LebaNon,LBN,Middle East & North Africa,Upper middle income,2015,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,40,Yes,Yes,No,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
LebaNon,LBN,Middle East & North Africa,Upper middle income,2016,58.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
LebaNon,LBN,Middle East & North Africa,Upper middle income,2017,58.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
LebaNon,LBN,Middle East & North Africa,Upper middle income,2018,58.75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,50,No,Yes,Yes,No,60,Yes,Yes,Yes,No,No,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2009,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2010,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2011,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2012,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2013,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2014,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2015,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2016,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2017,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2018,72.5,100,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,No,Yes,Yes,Yes,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2009,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2010,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2011,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2012,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2013,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2014,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2015,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2016,66.25,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,75,No,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2017,75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Liberia,LBR,Sub-Saharan Africa,Low income,2018,75,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,80,Yes,Yes,Yes,Yes,No,75,Yes,Yes,Yes,No
Libya,LBY,Middle East & North Africa,Upper middle income,2009,50,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Libya,LBY,Middle East & North Africa,Upper middle income,2010,50,100,Yes,Yes,Yes,Yes,25,Yes,No,No,No,50,No,No,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,50,No,Yes,Yes,No
Libya,LBY,Middle East & North Africa,Upper middle income,2011,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Libya,LBY,Middle East & North Africa,Upper middle income,2012,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Libya,LBY,Middle East & North Africa,Upper middle income,2013,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Libya,LBY,Middle East & North Africa,Upper middle income,2014,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Libya,LBY,Middle East & North Africa,Upper middle income,2015,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Libya,LBY,Middle East & North Africa,Upper middle income,2016,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Libya,LBY,Middle East & North Africa,Upper middle income,2017,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Libya,LBY,Middle East & North Africa,Upper middle income,2018,56.25,100,Yes,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,20,Yes,No,No,No,No,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,40,Yes,No,No,Yes,No,25,No,Yes,No,No
Lithuania,LTU,Europe & Central Asia,High income,2009,91.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2010,91.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2011,91.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2012,91.25,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2013,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2014,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2015,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2016,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2017,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Lithuania,LTU,Europe & Central Asia,High income,2018,93.75,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2009,94.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2010,94.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2011,94.38,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,80,Yes,Yes,No,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2012,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2013,96.88,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2014,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2015,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2016,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2017,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Luxembourg,LUX,High income: OECD,High income,2018,100,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2009,65.63,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2010,65.63,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2011,65.63,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2012,65.63,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2013,65.63,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2014,65.63,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,50,No,No,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2015,71.88,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2016,71.88,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2017,71.88,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Madagascar,MDG,Sub-Saharan Africa,Low income,2018,71.88,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,25,No,Yes,No,No,60,Yes,No,No,Yes,Yes,40,Yes,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Malawi,MWI,Sub-Saharan Africa,Low income,2009,68.13,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Malawi,MWI,Sub-Saharan Africa,Low income,2010,68.13,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Malawi,MWI,Sub-Saharan Africa,Low income,2011,68.13,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Malawi,MWI,Sub-Saharan Africa,Low income,2012,68.13,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,25,No,No,Yes,No
Malawi,MWI,Sub-Saharan Africa,Low income,2013,77.5,75,No,Yes,Yes,Yes,50,Yes,Yes,No,No,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Malawi,MWI,Sub-Saharan Africa,Low income,2014,83.75,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Malawi,MWI,Sub-Saharan Africa,Low income,2015,83.75,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
Malawi,MWI,Sub-Saharan Africa,Low income,2016,83.75,75,No,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes,Yes,20,No,No,No,No,Yes,75,Yes,Yes,Yes,No,100,Yes,Yes,Yes,Yes,Yes,100,Yes,Yes,Yes,Yes
